"id_unidade";"unidade";"natureza_despesa";"valor";
"6032";"IFRN - TC Nº 03/2011 - PROG.PÓS-GRADUAÇÃO EM ODONTOLOGIA";"SERV. PESSOA FÍSICA";"R$         8.147,98";
"7177";"IFRN - TC Nº 111/12 - PROJU/IFRN";"DIÁRIAS";"R$        41.250,00";
"7177";"IFRN - TC Nº 111/12 - PROJU/IFRN";"EQUIP. MATERIAL PERMANENTE";"R$        76.690,00";
"7177";"IFRN - TC Nº 111/12 - PROJU/IFRN";"MAT. CONSUMO";"R$        60.223,00";
"7177";"IFRN - TC Nº 111/12 - PROJU/IFRN";"PASSAGENS";"R$        90.750,00";
"7088";"IFRN - TC Nº 147/2011 - MESTRADO E DOUTORADO EM EDUCAÇÃO";"DIÁRIAS";"R$        14.158,74";
"7088";"IFRN - TC Nº 147/2011 - MESTRADO E DOUTORADO EM EDUCAÇÃO";"EQUIP. MATERIAL PERMANENTE";"R$        22.861,68";
"7088";"IFRN - TC Nº 147/2011 - MESTRADO E DOUTORADO EM EDUCAÇÃO";"MAT. CONSUMO";"R$         3.435,28";
"7088";"IFRN - TC Nº 147/2011 - MESTRADO E DOUTORADO EM EDUCAÇÃO";"PASSAGENS";"R$        18.004,08";
"7088";"IFRN - TC Nº 147/2011 - MESTRADO E DOUTORADO EM EDUCAÇÃO";"SERV. PESSOA FÍSICA";"R$           395,90";
"9016";"IFRN - TC Nº 159/2013 - PÓS-GRADUAÇÃO EM DESIGN";"DIÁRIAS";"R$         2.068,20";
"9016";"IFRN - TC Nº 159/2013 - PÓS-GRADUAÇÃO EM DESIGN";"EQUIP. MATERIAL PERMANENTE";"R$         9.000,00";
"9016";"IFRN - TC Nº 159/2013 - PÓS-GRADUAÇÃO EM DESIGN";"MAT. CONSUMO";"R$         2.000,00";
"9016";"IFRN - TC Nº 159/2013 - PÓS-GRADUAÇÃO EM DESIGN";"PASSAGENS";"R$        10.000,00";
"9016";"IFRN - TC Nº 159/2013 - PÓS-GRADUAÇÃO EM DESIGN";"SERV. PESSOA JURÍDICA";"R$         9.310,69";
"5361";"IFRN TC Nº 44/10 - COMPERVE";"MAT. CONSUMO";"R$        57.377,60";
"5361";"IFRN TC Nº 44/10 - COMPERVE";"OBRIGAÇÕES PATRONAIS";"R$        96.572,61";
"5361";"IFRN TC Nº 44/10 - COMPERVE";"SERV. PESSOA FÍSICA";"R$       714.990,50";
"5361";"IFRN TC Nº 44/10 - COMPERVE";"SERV. PESSOA JURÍDICA";"R$       501.900,06";
"10915";"IFRN - TED Nº 01/2017 - POP/RN";"SERV. PESSOA JURÍDICA";"R$       221.280,00";
"11062";"IFRN - TED Nº 02/2017 - COMPERVE";"MAT. CONSUMO";"R$       130.448,70";
"11062";"IFRN - TED Nº 02/2017 - COMPERVE";"OBRIGAÇÕES CONTRIBUTIVAS";"R$        91.986,22";
"11062";"IFRN - TED Nº 02/2017 - COMPERVE";"OBRIGAÇÕES PATRONAIS";"R$       257.366,54";
"11062";"IFRN - TED Nº 02/2017 - COMPERVE";"SERV. PESSOA FÍSICA";"R$     1.470.808,60";
"11062";"IFRN - TED Nº 02/2017 - COMPERVE";"SERV. PESSOA JURÍDICA";"R$       239.223,83";
"7170";"IFRN - TV UNIVERSITÁRIA";"MAT. CONSUMO";"R$       106.760,00";
"7170";"IFRN - TV UNIVERSITÁRIA";"SERV. PESSOA JURÍDICA";"R$        13.240,00";
"8511";"IFSC TC Nº 15/13";"SERV. PESSOA JURÍDICA";"R$     1.415.720,00";
"9058";"IFSERTÃO-PE - TED Nº 02/2014";"DIÁRIAS";"R$         2.274,55";
"9058";"IFSERTÃO-PE - TED Nº 02/2014";"PASSAGENS";"R$         3.021,25";
"9058";"IFSERTÃO-PE - TED Nº 02/2014";"SERV. PESSOA FÍSICA";"R$        19.556,00";
"9058";"IFSERTÃO-PE - TED Nº 02/2014";"SERV. PESSOA JURÍDICA";"R$       110.890,00";
"9764";"IFS - TED Nº 01/2015 - MESTRADO EM GESTÃO PÚBLICA";"EQUIP. MATERIAL PERMANENTE";"R$        70.000,00";
"9764";"IFS - TED Nº 01/2015 - MESTRADO EM GESTÃO PÚBLICA";"MAT. CONSUMO";"R$        14.120,00";
"9764";"IFS - TED Nº 01/2015 - MESTRADO EM GESTÃO PÚBLICA";"OBRIGAÇÕES PATRONAIS";"R$        29.020,00";
"9764";"IFS - TED Nº 01/2015 - MESTRADO EM GESTÃO PÚBLICA";"PASSAGENS";"R$        20.000,00";
"9764";"IFS - TED Nº 01/2015 - MESTRADO EM GESTÃO PÚBLICA";"SERV. PESSOA FÍSICA";"R$       196.450,00";
"9764";"IFS - TED Nº 01/2015 - MESTRADO EM GESTÃO PÚBLICA";"SERV. PESSOA JURÍDICA";"R$        56.000,00";
"10314";"II AGROTEC: SEMANA DE INTEGRAÇÃO ENTRE AS CIÊNCIAS AGRÁRIAS E A TECNOLOGIA DA INFORMAÇÃO";"CUSTEIO";"R$         3.000,00";
"10314";"II AGROTEC: SEMANA DE INTEGRAÇÃO ENTRE AS CIÊNCIAS AGRÁRIAS E A TECNOLOGIA DA INFORMAÇÃO";"MAT. CONSUMO";"R$         1.174,50";
"10314";"II AGROTEC: SEMANA DE INTEGRAÇÃO ENTRE AS CIÊNCIAS AGRÁRIAS E A TECNOLOGIA DA INFORMAÇÃO";"SERV. PESSOA JURÍDICA";"R$         1.817,00";
"10847";"II CONGRESSO NACIONAL DE INCLUSÃO NA EDUCAÇÃO SUPERIOR";"CUSTEIO";"R$        18.360,00";
"10847";"II CONGRESSO NACIONAL DE INCLUSÃO NA EDUCAÇÃO SUPERIOR";"SERV. PESSOA JURÍDICA";"R$        18.996,18";
"9032";"II CURSO DE ESPECIALIZAÇÃO EM AUTOMAÇÃO DE PROCESSOS INDUSTRIAIS";"CUSTEIO";"R$       165.933,09";
"9032";"II CURSO DE ESPECIALIZAÇÃO EM AUTOMAÇÃO DE PROCESSOS INDUSTRIAIS";"OBRIGAÇÕES PATRONAIS";"R$         1.846,00";
"9032";"II CURSO DE ESPECIALIZAÇÃO EM AUTOMAÇÃO DE PROCESSOS INDUSTRIAIS";"SERV. PESSOA FÍSICA";"R$        88.750,00";
"9032";"II CURSO DE ESPECIALIZAÇÃO EM AUTOMAÇÃO DE PROCESSOS INDUSTRIAIS";"SERV. PESSOA JURÍDICA";"R$        10.164,00";
"9801";"II CURSO DE ESPECIALIZAÇÃO EM CINEMA";"CUSTEIO";"R$       195.836,62";
"9801";"II CURSO DE ESPECIALIZAÇÃO EM CINEMA";"DIV.EXERCÍCIOS ANTERIORES";"R$             0,00";
"9801";"II CURSO DE ESPECIALIZAÇÃO EM CINEMA";"MAT. CONSUMO";"R$           913,06";
"9801";"II CURSO DE ESPECIALIZAÇÃO EM CINEMA";"OBRIGAÇÕES PATRONAIS";"R$             0,00";
"9801";"II CURSO DE ESPECIALIZAÇÃO EM CINEMA";"SERV. PESSOA FÍSICA";"R$       129.896,80";
"9801";"II CURSO DE ESPECIALIZAÇÃO EM CINEMA";"SERV. PESSOA JURÍDICA";"R$         1.000,70";
"5617";"II CURSO DE ESPECIALIZAÇÃO EM DIREITO INTERNACIONAL";"CUSTEIO";"R$        94.042,74";
"5617";"II CURSO DE ESPECIALIZAÇÃO EM DIREITO INTERNACIONAL";"MAT. CONSUMO";"R$            13,05";
"5617";"II CURSO DE ESPECIALIZAÇÃO EM DIREITO INTERNACIONAL";"OBRIGAÇÕES PATRONAIS";"R$           990,00";
"5617";"II CURSO DE ESPECIALIZAÇÃO EM DIREITO INTERNACIONAL";"SERV. PESSOA FÍSICA";"R$        63.870,00";
"5617";"II CURSO DE ESPECIALIZAÇÃO EM DIREITO INTERNACIONAL";"SERV. PESSOA JURÍDICA";"R$        16.653,46";
"6035";"II CURSO DE ESPECIALIZAÇÃO EM ENERGIA EOLICA";"CUSTEIO";"R$       125.005,66";
"6035";"II CURSO DE ESPECIALIZAÇÃO EM ENERGIA EOLICA";"SERV. PESSOA FÍSICA";"R$        74.171,32";
"6995";"II CURSO DE ESPECIALIZAÇÃO EM ENSINO-APRENDIZAGEM DE INGLÊS COMO LINGUA ESTRANGEIRA";"CUSTEIO";"R$       144.184,19";
"6995";"II CURSO DE ESPECIALIZAÇÃO EM ENSINO-APRENDIZAGEM DE INGLÊS COMO LINGUA ESTRANGEIRA";"OBRIGAÇÕES PATRONAIS";"R$           720,00";
"6995";"II CURSO DE ESPECIALIZAÇÃO EM ENSINO-APRENDIZAGEM DE INGLÊS COMO LINGUA ESTRANGEIRA";"SERV. PESSOA FÍSICA";"R$        38.520,00";
"6995";"II CURSO DE ESPECIALIZAÇÃO EM ENSINO-APRENDIZAGEM DE INGLÊS COMO LINGUA ESTRANGEIRA";"SERV. PESSOA JURÍDICA";"R$         1.280,00";
"10407";"II CURSO DE ESPECIALIZAÇÃO EM GESTÃO ESTRATÉGICA DE NEGÓCIOS";"CUSTEIO";"R$        12.400,19";
"10407";"II CURSO DE ESPECIALIZAÇÃO EM GESTÃO ESTRATÉGICA DE NEGÓCIOS";"DIÁRIAS";"R$             0,00";
"10407";"II CURSO DE ESPECIALIZAÇÃO EM GESTÃO ESTRATÉGICA DE NEGÓCIOS";"SERV. PESSOA FÍSICA";"R$         4.650,00";
"7197";"II CURSO DE ESPECIALIZAÇÃO EM LEITURA E PRODUÇÃO DE TEXTOS";"CUSTEIO";"R$       321.802,97";
"7197";"II CURSO DE ESPECIALIZAÇÃO EM LEITURA E PRODUÇÃO DE TEXTOS";"DIÁRIAS";"R$             0,00";
"7197";"II CURSO DE ESPECIALIZAÇÃO EM LEITURA E PRODUÇÃO DE TEXTOS";"SERV. PESSOA FÍSICA";"R$       114.900,00";
"7197";"II CURSO DE ESPECIALIZAÇÃO EM LEITURA E PRODUÇÃO DE TEXTOS";"SERV. PESSOA JURÍDICA";"R$         7.537,30";
"6983";"II CURSO DE ESPECIALIZAÇÃO EM PRÓTESE DENTÁRIA";"CUSTEIO";"R$       327.175,14";
"6983";"II CURSO DE ESPECIALIZAÇÃO EM PRÓTESE DENTÁRIA";"OBRIGAÇÕES PATRONAIS";"R$         1.656,00";
"6983";"II CURSO DE ESPECIALIZAÇÃO EM PRÓTESE DENTÁRIA";"PASSAGENS";"R$             0,00";
"6983";"II CURSO DE ESPECIALIZAÇÃO EM PRÓTESE DENTÁRIA";"SERV. PESSOA FÍSICA";"R$       110.100,00";
"6983";"II CURSO DE ESPECIALIZAÇÃO EM PRÓTESE DENTÁRIA";"SERV. PESSOA JURÍDICA";"R$         1.021,50";
"8505";"II CURSO DE FÉRIAS DE MORFOLOGIA: PROMOVENDO A INTEGRAÇÃO DA FACISA COM AS ESCOLAS DO ENSINO MÉDIO DO MUNICÍPIO DE SANTA CRUZ/RN";"AUX. FINANCEIRO ESTUDANTE";"R$         1.593,00";
"8505";"II CURSO DE FÉRIAS DE MORFOLOGIA: PROMOVENDO A INTEGRAÇÃO DA FACISA COM AS ESCOLAS DO ENSINO MÉDIO DO MUNICÍPIO DE SANTA CRUZ/RN";"CUSTEIO";"R$         9.000,00";
"8505";"II CURSO DE FÉRIAS DE MORFOLOGIA: PROMOVENDO A INTEGRAÇÃO DA FACISA COM AS ESCOLAS DO ENSINO MÉDIO DO MUNICÍPIO DE SANTA CRUZ/RN";"EQUIP. MATERIAL PERMANENTE";"R$         1.877,90";
"8505";"II CURSO DE FÉRIAS DE MORFOLOGIA: PROMOVENDO A INTEGRAÇÃO DA FACISA COM AS ESCOLAS DO ENSINO MÉDIO DO MUNICÍPIO DE SANTA CRUZ/RN";"MAT. CONSUMO";"R$         3.420,39";
"8505";"II CURSO DE FÉRIAS DE MORFOLOGIA: PROMOVENDO A INTEGRAÇÃO DA FACISA COM AS ESCOLAS DO ENSINO MÉDIO DO MUNICÍPIO DE SANTA CRUZ/RN";"SERV. PESSOA JURÍDICA";"R$         2.238,25";
"6987";"II ENANPARQ - II ENCONTRO DA ASSOCIAÇÃO NACIONAL DE PESQUISA E POS GRADUAÇÃO EM ARQUITETURA E URBANISMO";"CUSTEIO";"R$        18.763,70";
"6987";"II ENANPARQ - II ENCONTRO DA ASSOCIAÇÃO NACIONAL DE PESQUISA E POS GRADUAÇÃO EM ARQUITETURA E URBANISMO";"PASSAGENS";"R$             0,00";
"6987";"II ENANPARQ - II ENCONTRO DA ASSOCIAÇÃO NACIONAL DE PESQUISA E POS GRADUAÇÃO EM ARQUITETURA E URBANISMO";"SERV. PESSOA JURÍDICA";"R$        19.198,32";
"8458";"II ENCONTRO BRASILEIRO DE TROMPISTAS";"CUSTEIO";"R$         7.000,00";
"8458";"II ENCONTRO BRASILEIRO DE TROMPISTAS";"PASSAGENS";"R$         6.208,52";
"10254";"II ENCONTRO DE ATENÇÃO PRIMÁRIA DA REGIÃO DO TRAIRI";"CUSTEIO";"R$         3.301,00";
"10254";"II ENCONTRO DE ATENÇÃO PRIMÁRIA DA REGIÃO DO TRAIRI";"MAT. CONSUMO";"R$           527,07";
"10649";"II ENCONTRO DE CAPPOEIRA E DANÇA";"CUSTEIO";"R$         1.998,00";
"10649";"II ENCONTRO DE CAPPOEIRA E DANÇA";"PASSAGENS";"R$           978,62";
"10649";"II ENCONTRO DE CAPPOEIRA E DANÇA";"SERV. PESSOA JURÍDICA";"R$            53,55";
"10617";"II ENCONTRO DE PSICOLOGIA DA FACISA: DIREITO À CIDADE";"CUSTEIO";"R$         5.510,48";
"10617";"II ENCONTRO DE PSICOLOGIA DA FACISA: DIREITO À CIDADE";"DIÁRIAS";"R$             0,00";
"10617";"II ENCONTRO DE PSICOLOGIA DA FACISA: DIREITO À CIDADE";"PASSAGENS";"R$           870,07";
"10617";"II ENCONTRO DE PSICOLOGIA DA FACISA: DIREITO À CIDADE";"SERV. PESSOA FÍSICA";"R$             0,00";
"10617";"II ENCONTRO DE PSICOLOGIA DA FACISA: DIREITO À CIDADE";"SERV. PESSOA JURÍDICA";"R$           168,73";
"8975";"II ENCONTRO DE TROMBONES DO RIO GRANDE DO NORTE (EV413-2014)";"CUSTEIO";"R$         4.000,00";
"10656";"II ENCONTRO DE TUBAS E EUFÔNIOS DA UFRN / I CONFERÊNCIA NACIONAL DA ASSOCIAÇÃO DE EUFÔNIOS E TUBAS DO BRASIL.";"CUSTEIO";"R$         1.536,20";
"10656";"II ENCONTRO DE TUBAS E EUFÔNIOS DA UFRN / I CONFERÊNCIA NACIONAL DA ASSOCIAÇÃO DE EUFÔNIOS E TUBAS DO BRASIL.";"SERV. PESSOA JURÍDICA";"R$           463,80";
"10606";"II ENCONTRO NACIONAL DE GRUPOS DE PESQUISA EM EDUCAÇÃO FÍSICA ESCOLAR: POSSIBILIDADES PEDAGÓGICAS NA EDUCAÇÃO FÍSICA ESCOLAR";"CUSTEIO";"R$         3.720,00";
"10606";"II ENCONTRO NACIONAL DE GRUPOS DE PESQUISA EM EDUCAÇÃO FÍSICA ESCOLAR: POSSIBILIDADES PEDAGÓGICAS NA EDUCAÇÃO FÍSICA ESCOLAR";"PASSAGENS";"R$         2.664,70";
"10606";"II ENCONTRO NACIONAL DE GRUPOS DE PESQUISA EM EDUCAÇÃO FÍSICA ESCOLAR: POSSIBILIDADES PEDAGÓGICAS NA EDUCAÇÃO FÍSICA ESCOLAR";"SERV. PESSOA JURÍDICA";"R$         1.179,69";
"8976";"II ENCONTRO SOBRE ENSINO DE MÚSICA PARA PESSOAS COM DEFICIÊNCIA VISUAL (EV371-2014)";"CUSTEIO";"R$         7.000,00";
"8976";"II ENCONTRO SOBRE ENSINO DE MÚSICA PARA PESSOAS COM DEFICIÊNCIA VISUAL (EV371-2014)";"PASSAGENS";"R$             0,00";
"8976";"II ENCONTRO SOBRE ENSINO DE MÚSICA PARA PESSOAS COM DEFICIÊNCIA VISUAL (EV371-2014)";"SERV. PESSOA JURÍDICA";"R$         1.687,17";
"10666";"II FÓRUM DE EDUCAÇÃO AMBIENTAL DO RIO GRANDE DO NORTE - II FEARN";"CUSTEIO";"R$         3.518,98";
"10666";"II FÓRUM DE EDUCAÇÃO AMBIENTAL DO RIO GRANDE DO NORTE - II FEARN";"PASSAGENS";"R$             0,00";
"10666";"II FÓRUM DE EDUCAÇÃO AMBIENTAL DO RIO GRANDE DO NORTE - II FEARN";"SERV. PESSOA JURÍDICA";"R$           105,70";
"10065";"III AQUICULTURA: DO ACADÊMICO AO PROFISSIONAL";"CUSTEIO";"R$         8.589,68";
"8941";"III COLÓQUIO: DIÁLOGOS (IM) PERTINENTES SOBRE AS RELAÇÕES ENTRE CIÊNCIA, TECNOLOGIA E SOCIEDADE (EV352-2014)";"CUSTEIO";"R$         6.750,00";
"8941";"III COLÓQUIO: DIÁLOGOS (IM) PERTINENTES SOBRE AS RELAÇÕES ENTRE CIÊNCIA, TECNOLOGIA E SOCIEDADE (EV352-2014)";"PASSAGENS";"R$             0,00";
"8941";"III COLÓQUIO: DIÁLOGOS (IM) PERTINENTES SOBRE AS RELAÇÕES ENTRE CIÊNCIA, TECNOLOGIA E SOCIEDADE (EV352-2014)";"SERV. PESSOA JURÍDICA";"R$         1.315,80";
"7059";"III COLÓQUIO INTERNACIONAL CORPO E CULTURA DO MOVIMENTO";"CUSTEIO";"R$        11.950,00";
"5399";"III CURSO DE ESPECIALIZAÇÃO EM DIREITO CIVIL E PROCESSO CIVIL";"CUSTEIO";"R$       628.012,43";
"5399";"III CURSO DE ESPECIALIZAÇÃO EM DIREITO CIVIL E PROCESSO CIVIL";"EQUIP. MATERIAL PERMANENTE";"R$        60.933,75";
"5399";"III CURSO DE ESPECIALIZAÇÃO EM DIREITO CIVIL E PROCESSO CIVIL";"MAT. CONSUMO";"R$        14.837,60";
"5399";"III CURSO DE ESPECIALIZAÇÃO EM DIREITO CIVIL E PROCESSO CIVIL";"OBRIGAÇÕES PATRONAIS";"R$         1.789,64";
"5399";"III CURSO DE ESPECIALIZAÇÃO EM DIREITO CIVIL E PROCESSO CIVIL";"PASSAGENS";"R$           167,24";
"5399";"III CURSO DE ESPECIALIZAÇÃO EM DIREITO CIVIL E PROCESSO CIVIL";"SERV. PESSOA FÍSICA";"R$       250.340,00";
"5399";"III CURSO DE ESPECIALIZAÇÃO EM DIREITO CIVIL E PROCESSO CIVIL";"SERV. PESSOA JURÍDICA";"R$        26.892,24";
"9063";"III CURSO DE ESPECIALIZAÇÃO EM FISIOTERAPIA TRAUMATO-ORTOPÉDICA E DESPORTIVA";"CUSTEIO";"R$       648.081,51";
"9063";"III CURSO DE ESPECIALIZAÇÃO EM FISIOTERAPIA TRAUMATO-ORTOPÉDICA E DESPORTIVA";"EQUIP. MATERIAL PERMANENTE";"R$         2.980,00";
"9063";"III CURSO DE ESPECIALIZAÇÃO EM FISIOTERAPIA TRAUMATO-ORTOPÉDICA E DESPORTIVA";"INDENIZAÇÕES E RESTITUIÇÕE";"R$           175,00";
"9063";"III CURSO DE ESPECIALIZAÇÃO EM FISIOTERAPIA TRAUMATO-ORTOPÉDICA E DESPORTIVA";"OBRIGAÇÕES PATRONAIS";"R$         5.015,00";
"9063";"III CURSO DE ESPECIALIZAÇÃO EM FISIOTERAPIA TRAUMATO-ORTOPÉDICA E DESPORTIVA";"PASSAGENS";"R$        12.522,15";
"9063";"III CURSO DE ESPECIALIZAÇÃO EM FISIOTERAPIA TRAUMATO-ORTOPÉDICA E DESPORTIVA";"SERV. PESSOA FÍSICA";"R$       176.421,56";
"9063";"III CURSO DE ESPECIALIZAÇÃO EM FISIOTERAPIA TRAUMATO-ORTOPÉDICA E DESPORTIVA";"SERV. PESSOA JURÍDICA";"R$         5.539,64";
"9821";"III CURSO DE ESPECIALIZAÇÃO EM NEURORREABILITAÇÃO";"CUSTEIO";"R$       173.861,17";
"9821";"III CURSO DE ESPECIALIZAÇÃO EM NEURORREABILITAÇÃO";"DIV.EXERCÍCIOS ANTERIORES";"R$            74,43";
"9821";"III CURSO DE ESPECIALIZAÇÃO EM NEURORREABILITAÇÃO";"OBRIGAÇÕES PATRONAIS";"R$         2.050,00";
"9821";"III CURSO DE ESPECIALIZAÇÃO EM NEURORREABILITAÇÃO";"PASSAGENS";"R$         4.211,88";
"9821";"III CURSO DE ESPECIALIZAÇÃO EM NEURORREABILITAÇÃO";"SERV. PESSOA FÍSICA";"R$        75.310,26";
"9821";"III CURSO DE ESPECIALIZAÇÃO EM NEURORREABILITAÇÃO";"SERV. PESSOA JURÍDICA";"R$         2.058,25";
"8369";"III CURSO DE ESPECIALIZAÇÃO EM PRÓTESE DENTÁRIA";"CUSTEIO";"R$       350.657,29";
"8369";"III CURSO DE ESPECIALIZAÇÃO EM PRÓTESE DENTÁRIA";"OBRIGAÇÕES PATRONAIS";"R$         1.982,09";
"8369";"III CURSO DE ESPECIALIZAÇÃO EM PRÓTESE DENTÁRIA";"SERV. PESSOA FÍSICA";"R$       131.090,47";
"8369";"III CURSO DE ESPECIALIZAÇÃO EM PRÓTESE DENTÁRIA";"SERV. PESSOA JURÍDICA";"R$        13.804,99";
"11021";"III ENCONTRO DE JOVENS E ADULTOS EJA EM MOVIMENTO";"CUSTEIO";"R$         1.500,00";
"11021";"III ENCONTRO DE JOVENS E ADULTOS EJA EM MOVIMENTO";"PASSAGENS";"R$         1.317,53";
"11021";"III ENCONTRO DE JOVENS E ADULTOS EJA EM MOVIMENTO";"SERV. PESSOA JURÍDICA";"R$           256,24";
"10605";"III ENCONTRO NACIONAL DO PIBID-FILOSOFIA";"CUSTEIO";"R$         4.551,72";
"10605";"III ENCONTRO NACIONAL DO PIBID-FILOSOFIA";"DIÁRIAS";"R$             0,00";
"10605";"III ENCONTRO NACIONAL DO PIBID-FILOSOFIA";"MAT. CONSUMO";"R$         1.110,54";
"10605";"III ENCONTRO NACIONAL DO PIBID-FILOSOFIA";"PASSAGENS";"R$         1.572,20";
"10605";"III ENCONTRO NACIONAL DO PIBID-FILOSOFIA";"SERV. PESSOA JURÍDICA";"R$           330,70";
"9692";"III ENCONTRO SOBRE ENSINO DE MÚSICA PARA PESSOAS COM DEFICIÊNCIA VISUAL E I SEMINÁRIO DE MÚSICA E INCLUSÃO ";"CUSTEIO";"R$         5.000,00";
"9692";"III ENCONTRO SOBRE ENSINO DE MÚSICA PARA PESSOAS COM DEFICIÊNCIA VISUAL E I SEMINÁRIO DE MÚSICA E INCLUSÃO ";"PASSAGENS";"R$             0,00";
"9692";"III ENCONTRO SOBRE ENSINO DE MÚSICA PARA PESSOAS COM DEFICIÊNCIA VISUAL E I SEMINÁRIO DE MÚSICA E INCLUSÃO ";"SERV. PESSOA JURÍDICA";"R$         2.574,89";
"11076";"III FESTIVAL DE PIANO DE NATAL E IV ENCONTRO SOBRE PEDAGOGIA DO PIANO";"CUSTEIO";"R$         2.670,00";
"7028";"III FESTIVAL INTERNACIONAL DA ESCOLA DE MÚSICA DA UFRN";"CUSTEIO";"R$         5.479,98";
"7028";"III FESTIVAL INTERNACIONAL DA ESCOLA DE MÚSICA DA UFRN";"DIÁRIAS";"R$             0,00";
"7028";"III FESTIVAL INTERNACIONAL DA ESCOLA DE MÚSICA DA UFRN";"PASSAGENS";"R$             0,00";
"10610";"III JAFON: JORNADA ACADÊMICA FONOAUDIOLÓGICA DA UFRN";"CUSTEIO";"R$         5.285,27";
"10610";"III JAFON: JORNADA ACADÊMICA FONOAUDIOLÓGICA DA UFRN";"PASSAGENS";"R$         2.797,28";
"10610";"III JAFON: JORNADA ACADÊMICA FONOAUDIOLÓGICA DA UFRN";"SERV. PESSOA JURÍDICA";"R$         1.917,45";
"10308";"III JORNADA NORDESTINA DE ALIMENTAÇÃO E NUTRIÇÃO";"CUSTEIO";"R$         5.000,00";
"10308";"III JORNADA NORDESTINA DE ALIMENTAÇÃO E NUTRIÇÃO";"PASSAGENS";"R$         2.478,34";
"10308";"III JORNADA NORDESTINA DE ALIMENTAÇÃO E NUTRIÇÃO";"SERV. PESSOA JURÍDICA";"R$           740,00";
"7947";"III MOSTRA DE VIOLONCELOS DE NATAL";"CUSTEIO";"R$         6.000,00";
"7947";"III MOSTRA DE VIOLONCELOS DE NATAL";"DIÁRIAS";"R$           685,15";
"7947";"III MOSTRA DE VIOLONCELOS DE NATAL";"PASSAGENS";"R$             0,00";
"7947";"III MOSTRA DE VIOLONCELOS DE NATAL";"SERV. PESSOA JURÍDICA";"R$         3.170,80";
"9718";"III NEUROAÇÃO: INTEGRANDO A FACISA COM AS ESCOLAS DA REDE PÚBLICA DE SANTA CRUZ/RN ATRAVÉS DA NEUROCIÊNCIA ";"AUX. FINANCEIRO ESTUDANTE";"R$           885,00";
"9718";"III NEUROAÇÃO: INTEGRANDO A FACISA COM AS ESCOLAS DA REDE PÚBLICA DE SANTA CRUZ/RN ATRAVÉS DA NEUROCIÊNCIA ";"CUSTEIO";"R$         3.963,27";
"9718";"III NEUROAÇÃO: INTEGRANDO A FACISA COM AS ESCOLAS DA REDE PÚBLICA DE SANTA CRUZ/RN ATRAVÉS DA NEUROCIÊNCIA ";"DIÁRIAS";"R$             0,00";
"9718";"III NEUROAÇÃO: INTEGRANDO A FACISA COM AS ESCOLAS DA REDE PÚBLICA DE SANTA CRUZ/RN ATRAVÉS DA NEUROCIÊNCIA ";"SERV. PESSOA FÍSICA";"R$             0,00";
"9718";"III NEUROAÇÃO: INTEGRANDO A FACISA COM AS ESCOLAS DA REDE PÚBLICA DE SANTA CRUZ/RN ATRAVÉS DA NEUROCIÊNCIA ";"SERV. PESSOA JURÍDICA";"R$         1.180,00";
"10319";"III SEFAFIS - SEMANA DE FORMAÇÃO ACADÊMICA DO CURSO DE FISIOTERAPIA DA FACISA/UFRN";"CUSTEIO";"R$         3.000,00";
"10319";"III SEFAFIS - SEMANA DE FORMAÇÃO ACADÊMICA DO CURSO DE FISIOTERAPIA DA FACISA/UFRN";"MAT. CONSUMO";"R$           953,19";
"10319";"III SEFAFIS - SEMANA DE FORMAÇÃO ACADÊMICA DO CURSO DE FISIOTERAPIA DA FACISA/UFRN";"PASSAGENS";"R$             0,00";
"10319";"III SEFAFIS - SEMANA DE FORMAÇÃO ACADÊMICA DO CURSO DE FISIOTERAPIA DA FACISA/UFRN";"SERV. PESSOA FÍSICA";"R$           537,50";
"10319";"III SEFAFIS - SEMANA DE FORMAÇÃO ACADÊMICA DO CURSO DE FISIOTERAPIA DA FACISA/UFRN";"SERV. PESSOA JURÍDICA";"R$           290,00";
"11057";"III SEMANA DE ENGENHARIA CIVIL";"CUSTEIO";"R$         2.700,00";
"11057";"III SEMANA DE ENGENHARIA CIVIL";"PASSAGENS";"R$             0,00";
"11057";"III SEMANA DE ENGENHARIA CIVIL";"SERV. PESSOA JURÍDICA";"R$         1.323,87";
"10604";"III SEMANA DE MATEMÁTICA DO CERES/CAICÓ RN";"CUSTEIO";"R$         3.455,48";
"10604";"III SEMANA DE MATEMÁTICA DO CERES/CAICÓ RN";"DIÁRIAS";"R$             0,00";
"10604";"III SEMANA DE MATEMÁTICA DO CERES/CAICÓ RN";"MAT. CONSUMO";"R$           158,10";
"10604";"III SEMANA DE MATEMÁTICA DO CERES/CAICÓ RN";"SERV. PESSOA FÍSICA";"R$             0,00";
"11022";"III SEMINÁRIO REGIONAL SOBRE ATENDIMENTO EDUCACIONAL HOSPITALAR E III FÓRUM SOBRE ATENDIMENTO EDUCACIONAL HOSPITALAR E DOMICILIAR DO RN";"CUSTEIO";"R$         2.500,00";
"11022";"III SEMINÁRIO REGIONAL SOBRE ATENDIMENTO EDUCACIONAL HOSPITALAR E III FÓRUM SOBRE ATENDIMENTO EDUCACIONAL HOSPITALAR E DOMICILIAR DO RN";"MAT. CONSUMO";"R$           724,09";
